epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,4756.53,0.45047,0.24503,0.81913,0.99809,0.99977,0.995,0.8951,0.53296,0.23301,0.84009,0.000148687,0.000148687,0.000148687
183,4782.6,0.44714,0.24558,0.82108,0.99827,0.99996,0.995,0.89464,0.53556,0.23369,0.8399,0.000141614,0.000141614,0.000141614
184,4808.69,0.44881,0.24501,0.82057,0.99828,1,0.995,0.89492,0.53499,0.23277,0.83936,0.00013454,0.00013454,0.00013454
185,4834.94,0.4385,0.23918,0.82077,0.99822,1,0.995,0.89735,0.53142,0.23114,0.8391,0.000127467,0.000127467,0.000127467
186,4861.09,0.44168,0.24251,0.81881,0.99815,1,0.995,0.89535,0.52955,0.22963,0.83871,0.000120393,0.000120393,0.000120393
187,4887.54,0.44856,0.24345,0.82159,0.99808,1,0.995,0.89372,0.53145,0.2306,0.83969,0.00011332,0.00011332,0.00011332
188,4913.91,0.44542,0.24357,0.82184,0.99809,1,0.995,0.89093,0.53218,0.23006,0.84057,0.000106246,0.000106246,0.000106246
189,4940.22,0.44809,0.24275,0.82371,0.99823,0.99993,0.995,0.89416,0.5316,0.2317,0.84039,9.91726e-05,9.91726e-05,9.91726e-05
190,4966.28,0.44326,0.24165,0.81917,0.99806,0.99981,0.995,0.89631,0.53134,0.2315,0.84018,9.20991e-05,9.20991e-05,9.20991e-05
191,5017.51,0.4427,0.24708,0.80887,0.9991,0.99875,0.995,0.89084,0.55412,0.23731,0.85149,8.50255e-05,8.50255e-05,8.50255e-05
192,5043.35,0.40898,0.22072,0.79612,0.99916,0.99875,0.995,0.88735,0.55843,0.23912,0.85447,7.7952e-05,7.7952e-05,7.7952e-05
193,5069.38,0.39693,0.20997,0.79861,0.99822,0.99964,0.995,0.88661,0.55535,0.23815,0.85214,7.08784e-05,7.08784e-05,7.08784e-05
194,5095.42,0.39144,0.20533,0.79456,0.99936,0.99875,0.995,0.88943,0.54829,0.23596,0.84898,6.38049e-05,6.38049e-05,6.38049e-05
195,5121.96,0.38852,0.20408,0.7981,0.99968,0.9997,0.995,0.88794,0.54724,0.23531,0.84824,5.67313e-05,5.67313e-05,5.67313e-05
196,5148.39,0.38695,0.20435,0.79643,0.9996,0.99966,0.995,0.89085,0.54437,0.23427,0.84618,4.96578e-05,4.96578e-05,4.96578e-05
197,5174.88,0.39261,0.20701,0.79138,0.99947,0.99875,0.995,0.89103,0.54052,0.23325,0.84391,4.25842e-05,4.25842e-05,4.25842e-05
198,5201.02,0.38604,0.20305,0.79613,0.99943,0.99972,0.995,0.89113,0.54007,0.23311,0.84324,3.55107e-05,3.55107e-05,3.55107e-05
199,5226.99,0.37765,0.20165,0.79545,0.99935,0.99979,0.995,0.89115,0.53965,0.23136,0.84301,2.84371e-05,2.84371e-05,2.84371e-05
200,5253.15,0.37764,0.20062,0.79439,0.99936,0.9998,0.995,0.89148,0.53927,0.23089,0.84283,2.13636e-05,2.13636e-05,2.13636e-05
